product_name,product_category,reviews
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Your browser does not support HTML5 video.  I got my laptop 2 days before the performance and Build quality is good but in my laptop i have a screen issue when ever i use the laptop i will blink the screen sometimes. I think its a loose connection on the screen. Am Attaching the video with this.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"OVERALL BANG FOR BUCK......BEST VFM Display :-Fhd at 144hz is just a eye candy..Anti glare coating does not strain the eyes neither gives headache...its super smooth cuz of 144hz..but not for video editing or content creation because of 45% ntsc color gamut and if u dont know about that 45% ntsc ..u will not even notice AUDIO:-SPEAKERS ARE JUST MIND BLOWING AWESOME...NOT REGRETS DERE...Additinally Asus gives so many audio features so its just lit...u can definately feel the audio coming from 360° BATTERY:-Charges in an hour ...and lasts for 7-8 hrs on normal usage in silent mode on performance mode battery backup drops to about 3 hrs which is fine HARDWARE:-FORTRESS GREY LOOKS SO SOBER AND FASCINATING..upper lid has aluminium covering and is durable but the whole body is made of abs plastic and can withstand drops from 4-5ft ..Moreover this laptop has military grade 810H certification ...so no complaints about hardware,i5 10th gen can handle most tasks without breaking sweat there r no lags or stuttering or anything whatssoever its a smooth experience SOFTWARE:-WINDOWS 10 + ASUS APPS ARMOURY CRATE = GUD SOFTWARE WILL UPDATE MORE INFO AFTER A WEEK OF USAGE"
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"Spec - 4/5 Build- 4/5 Display-4/5 Overall it’s good budget laptop. Works very well with good appearance. But I bought for little bit higher price than its original value . That’s the main issue. When it comes to display quality, worth it . Sound quality needs some more volume output, other than that it’s Good. It’s processing power is one fine thing to get applause. Overall, one fine laptop for a budget price of 67K , (but bought for 72K)."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"1 Star for Amazon packaging, and 5 Star for product. Guys 60k mein ek bike aa jati hai insaan agr paise karch krke kuch manga raha hai to jaisa product hota hai us hisaab se packing bhi krke diya karo, Har baar ka hai tum logon ka 500 ki cheez mangane pe tum loog 5 kg ka dabba saath mein 10 kg jhilli daal ke dete ho, whi agr koi cheez 50k ke upper hoti hai toh aise simple dibbe mein pakda ke beej dete ho!!! Baklol hi ho katai bhai..."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"So review after 3 days. Pros : you can adjust screen and audio output depending on scenario. Great rgb (even though there is a little bleed through) Very fast charging. Great selection of asus apps Trackpad is good. Screen is decent. SSD and HDD included. Cons: Battery is weird. Not but just weird drainage, like the back up is decent 2hrs40min medium use (no battery saver) The cpu tempratures went upto 70°C in asus armoury crate, so i switched to turbo fan speed it was still fluctuating 66 to 70 so i added cooling pad and yet no change, the warmth was not felt on keyboard or anywhere i rest my hand but base of laptop was lil warm (normal though). My intuition is that it might be asus armoury crate bug. Asus extending warranty is weird, like $39 for 1 year and almost 3x price for two years. Other than this not Major cons.  Great performance laptop totally depends on your perspective how you feel about its features and price for them."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"The laptop performance and speed is extremely good. Playing all games at ultra graphics and having no fps drops. I recommend buying a cooling pad for heavy performance. The design of the laptop is beautiful, everyone who saw the laptop was amazed by it. The weight is okay. The best performance laptop if you get it between 70k-80k."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Go with ryzen if u have more money if not take this it is great PC
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Laptop is in this price is good. The weight of the is more. Battery capacity is good but not bad. The lighting is very excellent. But the bad thing is we want to buy microsoft except that all thing is good.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"Works fine, No lags in day to day usage. Battery lifr-About 4hrs browsing chrome.(so, using mostly while plugged in) Runs GTA:V fine(65-70⁰c) (gotta tweak battery options for heat up issues).  Battery(Rclick)>Power Options>High perf.(default for turbo)-chnge plan sett.>..adv. ...>proccsor pwer mngmnt>max..>85%  Temp. diff. - (80-99°c)low graph / (60-70°c)[upto85⁰c on max graphics] Draw back- slow encoding (1999Mhz)  Advice along- create new pwrplan or choose balanced from battery(Rclick)>windows mobility sett after switching fan speed.  Maintain ventilation(bottom) while gaming.  Asus app sucks(1gb limit per file, laggy screen share) requires BT and location, internet, unnecessary! Use FTP apps,scrcpy"
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"Best value for money. Battery life is good. Screen with 144 HZ is best with its anti glare, I would rather say that 144 HZ is a overkill as even 60 HZ is best. Turbo mode is best for gaming. All other activities are also good. Configuration to the best is in the hands of users. Best configuration gives the best performance. RGB is good but the led inside the keys are seen annoying and the space bar is missing a piece of LED. Gaming performance is also good GTA 5 can be played at a good graphics. overall a good performing laptop."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Misleading information in website and promo offer. Two year extended warranty is mentioned in Asus care to be purchaseble in 180 days but promo site has different terms and conditions. Now I cannot avail Extended warranty and asking for three times the money (almost 15%) for warranty coverage. Dont buy ...
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Screen is flickering.. Customer support is pathetic.. Not responding on time  I got defected piece.. Asked for replacement. No one revert on this
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,I have got my laptop delivered on 9th April. On 26th April the display stops working. Since it is out of the return policy I had gone to the ASUS service center. Now they are saying the display panel is faulty and need to be replaced. This is a very bad product and will not recommend.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Screen backlight bleeding issue.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,The over all performance was very good.average battery life. getting minecraft with seus ptgi shader at 50 to 70 fps and watch dogs 2 at 50 to 60 fps (high settings)
HP-Laptop-15-6-inch-Windows-15s-dy3001TU,laptop,Very nice product
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"Your browser does not support HTML5 video.  Laptop is a beast I am happy with my decision. But my laptop have screen flickering issue so I replaced it, hope I will get my replacement soon. I have seen many reviews they said there is heating issue, but till now I have not faced such issues."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Your browser does not support HTML5 video.  This product is awesome 👌 but Asus company is need to more improve that they are giving only laptop and charger and stickers they have to give his own bagback and screen guard ............but I really like this laptop this is superb 👌
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,I am using this laptop for software developing purpose. very good product except battery life. screen quality is also very good. Overall value for money.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"Great laptop for gaming. No overheating issues in case of laptop, however, power brick gets too hot quickly. Battery drains fast. Smudges appear after use. Turbo mode makes the cooling fans too loud but removes heat effectively and also gives a significant fps boost while gaming."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Jab bhi laptop ko charge lagte ya nikalte hei screen 3 se 4 sec ke liye black ho jati hei laptop vese aacha tha lekin packaging bahut kharab thi
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"This laptop performance is really good , but battery life is really a bad problem. Within 2 or 3 hours battery draining..."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,mast hai ekdm koi prblm ni kesi bhi ek dm paisa vassol 😍🥰
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,After purchasing this laptop I have a problem with hardware I call service centre they have taken my laptop after 15 days they give back my laptop some screws are missing in my laptop poor service quality
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Highly recommend it to those who work with solid works and AutoCAD but have a low budget. But the speakeris not that loud.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Good laptop but can be found improved by giving 1 year antivirus and microsoft office and other software
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Battery is bad
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"Arrived with a display complaint,with a white mark when screen is switched on.I bought this lap.with so many expectations.But 8 liked the lap very much other than the display complaint."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,This is a beast lapee.. I have ever played ... I love it so much . The gaming experience was so extreme and good .that RGB system I loved the most thanks @asus tuf gaming laptop.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Screen quality is pretty good and the battery life outstanding but sometimes the laptop lags in performance but overall very decent working laptop and absolutely worth for money.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Superb but need to improve some camera clarity..
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Excellent one for gaming and for all use battery life is little bit low when we watch any video or movie other wise performance wise it was excellent.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Use power cap using intel XTU or MSI afterburner then the temperature will be 76-80°C
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Super
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Awsm laptop I have purchased over here 🥰😘🥰 and value for money 💲💰💰 it is ... You can also purchase
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,The touch pad of this laptop is very bad. It keeps freezing alot. This is a very big issue with this laptop. Remaining things are okk. But the touch pad is 😑
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Screen flickering is the biggest problem with asus tuf f15 gaming laptop.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,It is good laptop undr this price
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Ye price mai bohot hi badhiya laptop hai ye Bss battery ka performance kam hai thoda baki sb lallantap hai
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Great Laptop in an outstanding price in which we get ❤️❤️💙💙  And battery lasts upto 6 hours in Silent Mode !
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"Value for money, good quality product, not for colour correction tasks. The only thing, thermals should be better, runs warm."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Very good as expected
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,this laptop have battery issue and heating issues this laptop you not add a gst number
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Good product.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Your browser does not support HTML5 video.  Charger stopped working withing 2 days Could i change my charger
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Over all best but the battery should have been little bit more good good
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,It makes huge noise while game is on.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"One word , Smooth Another word , Fast Another Another Word , Sturdy"
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Laptop gets very hot and then starts lagging...... No way to solve heat problem in these laptop........
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Good product. With power pack performance. Great design. 4 hours of solid battery back up. 144 ha display.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Your browser does not support HTML5 video.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Excellent packaging and i am glad that the product came authentic.I will write a review once i use it for about a month.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Nice budget. Gaming lap
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,The laptop is performing well as expected.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"This laptop is superb, no complaints yet."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Why the fan starts rotating at the beginning and it’s sound is irritating
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Good laptop Low battery backup Fast charging When playing games heating is high
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"Battery life is not acceptable ,but comparing gaming mode it is awesome ..."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Screen quality is very good indoor. Very powerful laptop Battery life is low
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,1 no laptop
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Great display Good performance Feels lightweight Build quality is much better than the old TUF models
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"•It has resilient built quality, one of the best of its kind. •worth the money."
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Beast 🔥🔥 Just go for it. Quite impressive
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Value for Money 👍🏻
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Best for under 65k
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Woek perfectly with the budget. I purchased in 62k. All good but bettry need to work long lasting.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"awesome product , value for money"
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Your browser does not support HTML5 video.  Good
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,SO FAR ITS THE BEST GAMING LAPTOP IN THIS RANGE.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Very good laptop awsome design
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Your browser does not support HTML5 video.  Ya
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,good one
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Good in all respect.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Good booting speed and overall good for used
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Best gaming laptop at this price.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,The charger get heated while charging
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Best laptop
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Awesome. Value for money.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"the excellent one, it is very good leptop for gaming"
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Amazing performance.....
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"awesome product,i bought it for 65k,and its worth"
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Lovely antiglare screen
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Value for money
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Value for money
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Absolute beast.... awesome laptop
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Amazing product ☺️
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Value for money 👍
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Not work properly
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,just buy it
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Total. TUF
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,nice
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Value for money
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Value for money
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Laptop is ok but cost is too high
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Better buy AMD version.. more value for money. ryzen 5 is more powerful than i7 9th gen far better than i5 laptop.
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,"Best for 72k ,144hz which is greater than we excpect and display is perfect .sound is normal as all laps.The look of this tuf is really good than last version. But the one disadvantage is heat. If we use for more than 3 hours continuously it raise to 60 degree Celsius .. Atlast best one than any other"
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Battery life is not good only 2hrs and there is a issue that when I plug in the charger automatically the screen goes black!! Also there is sleep mode issue!
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,Amazing laptop for every use. Both office and domestic purpose. Specially useful for hardcore gamers and user friendly. Go for it
ASUS-15-6-inch-i5-10300H-SSDWindows-FX566LH-BQ275T,laptop,I like mostly features and its smootness at work and i like to improve in keyboards. And software version is best.
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,"Speed Performance is awesome.. sound average. Looks is good .. camera is bad, bad means bad. Plustic build..."
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,"Good Laptop, Fast finger print sensor boots fast thanks to SSD, at this price range Good for basic day to day work. Mine, Sliver coloured is a finger print magnet, it should have been a Matt finish.  MSOffice365 is a trial version- 5days free usage, after that it requires purchase."
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,good one.. booting time also fast.. inbuild ms office
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,Just go for this laptop.....as it is solid slim and thin laptop in this price range....just ignore everything nd go for it .....totally satisfied
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,"no ethernet, no backlit keyboard, flickering screen, waste of money...."
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,This is a wonder piece and perfect quality product. I recommend it fully.
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,"Display, battery, design and quality is good as of now after 1 month of usage."
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,Light weight with great screen. Worth the price
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,"Asus is not a customer oriented brand. They want to sell and then shut the doors. Make sure before submitting laptop to service center, pls ask them to open infrastructure of you. They will do some physical damage and they will tell not to give waranty. My laptop motherboard gone because of poor quality. They took laptop and after one day they said hdmi Port has physical damage we can not give warranty ."
Lenovo-Graphics-Warranty-Platinum-81WB0158IN,laptop,"For the cost, it meets the purpose."
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,Your browser does not support HTML5 video.  Pros- 1. Fast boot 2. Stylish look 3. Good sound Cons 1. Keyboard issue.( Changed 4 keyboards in 3yr) 2. U cant dissable keyboard as power botton in it. 3. Hardisc damaged within 2yr 4. Ram socket malfunctioned after 3yr. 5. Pictute quality and cam video quality poor. Overal verdict: Dont purchase it. Total waste of money. Bad experience with Asus.
ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EB312TS,laptop,Hiii its such really goob laptop pls chose this laptop for coding Let you Buy Kk Byyy . . .
Lenovo-Graphics-Warranty-Platinum-81WB0158IN,laptop,Your browser does not support HTML5 video.  This laptop is not working none of the command button is working
Lenovo-Graphics-Warranty-Platinum-81WB0158IN,laptop,The Laptop is Good in general and overall.It is very fast in boot up & shut down in less than 15 sec.The given windows 10 with Office is very Good with several update features.Several minor inconveniences are there as follows : It comes with single 256 gb SSD and in it windows would ever need more than some 50gb.Leaving that Lenovo should have created a part of 200gb as separate virtual disc for user convenience and safety of system.But they left it as single open disc.For General users it will be hard job to create a virtual disc needing expert services .This system can accomodate one more SSD for increasing storage capacity but no where details provided as required for user how to install it.They should have exclusively provided info on this.All 3 usb ports + HDMI port all inline beside power adopter point at left side.Seems like a design for left handers.Such like this provision is not convenient.For cable mouse left to right cable has to run around for a Right hander.It boasts of a finger print reader in power button but no where it is mentioned how to set it.Other than these points well satisfied with this Laptop and hope it will give expected service life.
